field_1,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,lastInterpreted,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetID,datasetName,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,recordNumber,identifier.1,nomenclaturalCode,locality,gbifID,language,collectionCode,occurrenceID,type,taxonID,catalogNumber,vernacularName,organismID,institutionCode,ownerInstitutionCode,accessRights,collectionID,name,lifeStage,habitat,individualCount,elevationAccuracy,recordedBy,preparations,institutionID,verbatimEventDate,municipality,county,verbatimCoordinateSystem,disposition,eventTime,dateIdentified,coordinateUncertaintyInMeters,modified,references,identifiedBy,http...unknown.org.nick,informationWithheld,verbatimLocality,http...unknown.org.captive_cultivated,occurrenceRemarks,identificationID,sex,identifiedByIDs.type,identifiedByIDs.value,dynamicProperties,vitality,higherGeography,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,georeferenceSources,georeferenceRemarks,coordinatePrecision,georeferencedBy,otherCatalogNumbers,fieldNumber,higherGeographyID,identificationRemarks,verbatimElevation,higherClassification,projectId,establishmentMeans,locationRemarks,recordedByIDs.type,recordedByIDs.value,organismQuantity,organismQuantityType,bibliographicCitation,locationAccordingTo,previousIdentifications,waterBody,distanceFromCentroidInMeters,http...unknown.org.license,parentNameUsage,materialEntityID,source,GID_1,GID_0,COUNTRY_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,x,y
86,686838905,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.365+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Chimborazo,1970,7,28,28/07/1970,209,209,2025-12-01T20:04:06.365+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba553499-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba553499-b069-11e3-8cfe-90b11c41863e,NA,"15 km SE Pungala, Hacienda Alao",686838905,NA,KUH,ba553499-b069-11e3-8cfe-90b11c41863e,NA,NA,132077,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:24.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Chimborazo",27/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Huamboya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.5_1,ECU,Ecuador,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,-78.483333,-1.883333
87,686838904,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:03.076+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1970,8,3,03/08/1970,215,215,2025-12-01T20:04:03.076+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba552990-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba552990-b069-11e3-8cfe-90b11c41863e,NA,0.5 km N Cayambe,686838904,NA,KUH,ba552990-b069-11e3-8cfe-90b11c41863e,NA,NA,132076,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:24.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Pichincha",02/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",assumed by road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.140833,0.052222
88,686833867,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:04.776+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1969,5,10,10/05/1969,130,130,2025-12-01T20:04:04.776+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba19379d-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba19379d-b069-11e3-8cfe-90b11c41863e,NA,summit Cordillera Oriental btw Papallacta & Pifu,686833867,NA,KUH,ba19379d-b069-11e3-8cfe-90b11c41863e,NA,NA,127038,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:12:38.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Pichincha",07/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.245,-0.286944
89,686833879,"Atelopus ignescens (Cornalia, 1849)","gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:03.464+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1969,6,18,18/06/1969,169,169,2025-12-01T20:04:03.464+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba195dd8-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba195dd8-b069-11e3-8cfe-90b11c41863e,NA,1 km NE Mulalo,686833879,NA,KUH,ba195dd8-b069-11e3-8cfe-90b11c41863e,NA,NA,127050,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:19.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",07/10/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,Geonames Query Page (gnswww.nga.mil/geonames/GNS/index.jsp),"assumed by air, no roads NE Mulalo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.56031,-0.91027
90,686833883,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.227+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1969,6,19,19/06/1969,170,170,2025-12-01T20:04:06.227+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,ba1969dc-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,ba1969dc-b069-11e3-8cfe-90b11c41863e,NA,1 km W Latacunga,686833883,NA,KUH,ba1969dc-b069-11e3-8cfe-90b11c41863e,NA,NA,127054,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:19.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",06/10/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Zumbagua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.616667,-0.916667
91,686827206,"Atelopus ignescens (Cornalia, 1849)",,dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:10.881+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Tungurahua,1968,6,23,23/06/1968,175,175,2025-12-01T20:04:10.881+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,b988a17b-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,b988a17b-b069-11e3-8cfe-90b11c41863e,NA,Ambato,686827206,NA,KUH,b988a17b-b069-11e3-8cfe-90b11c41863e,NA,NA,120443,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:11.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Tungurahua",17/11/2003,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,Alexandria Digital Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.23_1,ECU,Ecuador,Tungurahua,NA,NA,Provincia,Province,18,EC.TU,EC-T,-78.616669,-1.25
92,686827211,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:00.177+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Tungurahua,1968,6,24,24/06/1968,176,176,2025-12-01T20:04:00.177+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,b988add5-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,b988add5-b069-11e3-8cfe-90b11c41863e,NA,3 km SW Mocha,686827211,NA,KUH,b988add5-b069-11e3-8cfe-90b11c41863e,NA,NA,120448,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:11.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Tungurahua",27/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Riobamba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.23_1,ECU,Ecuador,Tungurahua,NA,NA,Provincia,Province,18,EC.TU,EC-T,-78.666667,-1.433333
93,686827234,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:06.444+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Cotopaxi,1968,6,25,25/06/1968,177,177,2025-12-01T20:04:06.444+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,b988e6e1-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,b988e6e1-b069-11e3-8cfe-90b11c41863e,NA,"Paramo de Melin, 18 km due W Latacunga",686827234,NA,KUH,b988e6e1-b069-11e3-8cfe-90b11c41863e,NA,NA,120471,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-28T12:48:11.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Cotopaxi",06/10/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Mapa Geografico del Ecuador 1:500,000; IGM Ecuador",assumed on road to Zumbagua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.6_1,ECU,Ecuador,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,-78.733333,-0.933333
94,2973790442,"Atelopus ignescens (Cornalia, 1849)","cdc,cdround,inmano",186605f8-4f62-4e3a-be58-c6b3b0bc47be,d073b448-6b80-4364-8c38-18d08b88797f,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,8595cd50-87c0-11dc-bb35-b8a03c50a862,BR,EML,2026-01-27T18:51:41.991+00:00,2026-01-27T18:51:49.181+00:00,510,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,-,1968,6,1,01/06/1968,153,153,2026-01-27T18:51:49.181+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,https://specieslink.net/guid/25/967,none,none,NA,NA,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,LATIN_AMERICA,Coleç?o de Anfíbios do Museu de Zoologia da UNICAMP,NA,https://specieslink.net/guid/25/967,NA,NA,2973790442,NA,ZUEC-AMP,https://specieslink.net/guid/25/967,NA,NA,967,NA,NA,UNICAMP,Universidade Estadual de Campinas,NA,https://specieslink.net/col/25,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,W. C. A. Bokermann,NA,NA,NA,Quito,NA,NA,NA,NA,NA,NA,2025-12-05T16:17:58.000+00:00,https://specieslink.net/guid/25/967,NA,NA,NA,NA,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.524275,-0.229497
95,686818138,"Atelopus ignescens (Cornalia, 1849)","cdround,gass84,gdativ",dce00a1f-f6b4-4e11-9771-92c62c40ad80,b554c320-0560-11d8-b851-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",c7b49e46-602a-4172-98d2-6b027c6b049f,b554c320-0560-11d8-b851-b8a03c50a862,US,EML,2025-12-01T19:54:52.463+00:00,2025-12-01T20:04:02.977+00:00,484,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1967,7,13,13/07/1967,194,194,2025-12-01T20:04:02.977+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,b8d9dade-b069-11e3-8cfe-90b11c41863e,none,none,49fb6451-91b7-4af2-8cd3-354539a77589,04e4cd0c-fea1-47a9-bed4-e318c748719f,FALSE,NA,University of Kansas Biodiversity Institute Herpetology Collection,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,NA,NA,b8d9dade-b069-11e3-8cfe-90b11c41863e,NA,"20 km E Pifo, Paso de Guamani",686818138,NA,KUH,b8d9dade-b069-11e3-8cfe-90b11c41863e,NA,NA,111462,NA,NA,KU,NA,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,NA,NA,NA,ETOH,http://grbio.org/cool/iakn-125z,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19T15:12:23.000+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador, Pichincha",07/09/2004,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Unverified,"Map SA17-4 (Quito) map 1:250,000. IGM Ecuador",assumed on road to Baeza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.208056,-0.314167
96,476589661,"Atelopus ignescens (Cornalia, 1849)","colmafu,inmafu",4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,b4640710-8e03-11d8-b956-b8a03c50a862,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,b0f5183c-5ed0-47f4-b75f-65e0c1036cb5,b4640710-8e03-11d8-b956-b8a03c50a862,US,EML,2026-02-14T04:15:57.463+00:00,2026-02-14T04:49:12.503+00:00,704,PRESERVED_SPECIMEN,PRESENT,5216669,1,44,131,952,6727,2422265,5216669,5216669,"Atelopus ignescens (Cornalia, 1849)",Animalia,Chordata,Anura,Bufonidae,Atelopus,Atelopus ignescens,Atelopus,ignescens,SPECIES,ACCEPTED,CR,NA,SOUTH_AMERICA,Pichincha,1964,7,26,26/07/1964,208,208,2026-02-14T04:49:12.503+00:00,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,MCZ:Herp:A-48960,none,none,1cfca87c-083e-4d67-8e60-cb7d311f6058,b2a3198c-ca1b-40e5-890f-46b4021d623b,FALSE,NA,NA,WGS84,Amphibia,ECU,none,none,LATIN_AMERICA,Ecuador,NORTH_AMERICA,President and Fellows of Harvard College,26146,MCZ:Herp:A-48960,ICZN,"10 km S Cayambe, Cangahua",476589661,NA,Herp,MCZ:Herp:A-48960,NA,NA,A-48960,NA,NA,MCZ,"Museum of Comparative Zoology, Harvard University",NA,NA,"Atelopus ignescens (Cornalia, 1849)",NA,NA,1,NA,Francois Vuilleumier,whole animal (ethanol),b4640710-8e03-11d8-b956-b8a03c50a862,26/7/1964-26/7/1964,NA,NA,decimal degrees,unknown,NA,NA,3715,2024-12-20T16:10:37.000+00:00,http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:A-48960,Catalog,NA,NA,"Ecuador: 10 km. S. Cayambe, Cangahua",NA,NA,NA,NA,NA,NA,NA,NA,South America: Ecuador: Pichincha,NA,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,unverified,Calle.com (presently fallingrain.com),NA,1.00E-05,Elisa Bonaccorso,collector number=26146|muse location number=ZA48960,NA,http://vocab.getty.edu/tgn/1001487,NA,NA,Animalia Chordata Amphibia Lissamphibia Anura Bufonoidea Bufonidae Atelopus ignescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gbif,ECU.19_1,ECU,Ecuador,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,-78.1667,-0.0667
